aciertos,errores,tiempo_promedio,intentos,score,grado,operacion_recomendada,descripcion
20,9,57.76,2,-2.379999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
6,20,24.98,3,-30.490000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
18,4,26.67,5,16.665,6,division,"Excelente desempeño en division, puede avanzar."
8,3,49.38,2,-13.190000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,17,37.62,2,-10.309999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
2,10,15.24,2,-18.62,1,suma,"Bajo desempeño en suma, reforzar bases."
19,1,27.54,3,22.73,6,division,"Excelente desempeño en division, puede avanzar."
20,13,8.41,3,16.295,6,division,"Excelente desempeño en division, puede avanzar."
7,1,46.45,4,-10.725000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
14,15,26.31,5,-7.654999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
17,13,41.99,3,-6.495000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
1,18,59.74,4,-54.870000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
6,16,8.23,2,-16.115000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,29.97,3,-24.985,1,suma,"Bajo desempeño en suma, reforzar bases."
16,3,9.07,3,22.965,6,division,"Excelente desempeño en division, puede avanzar."
13,19,11.55,5,-8.275,1,suma,"Bajo desempeño en suma, reforzar bases."
5,8,55.91,2,-29.955,1,suma,"Bajo desempeño en suma, reforzar bases."
16,2,19.71,1,19.145,6,division,"Excelente desempeño en division, puede avanzar."
3,12,49.59,1,-36.795,1,suma,"Bajo desempeño en suma, reforzar bases."
18,13,35.31,1,-1.1550000000000011,2,suma,"Bajo desempeño en suma, reforzar bases."
19,5,40.05,3,10.475000000000001,5,division,"Excelente desempeño en division, puede avanzar."
4,0,31.99,5,-7.994999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
15,15,15.1,2,-0.04999999999999982,2,suma,"Bajo desempeño en suma, reforzar bases."
18,9,47.67,5,-1.3350000000000009,2,suma,"Bajo desempeño en suma, reforzar bases."
17,15,35.92,1,-6.460000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
1,20,17.16,5,-36.58,1,suma,"Bajo desempeño en suma, reforzar bases."
20,18,14.33,1,5.835,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,18,52.06,4,-45.03,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,33.29,5,-43.144999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
4,19,53.84,5,-47.42,1,suma,"Bajo desempeño en suma, reforzar bases."
20,8,24.06,1,15.97,6,division,"Excelente desempeño en division, puede avanzar."
4,17,54.24,4,-44.620000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
15,10,36.6,1,-3.3000000000000007,2,suma,"Bajo desempeño en suma, reforzar bases."
19,20,59.84,1,-21.92,1,suma,"Bajo desempeño en suma, reforzar bases."
10,0,48.84,4,-4.420000000000002,2,suma,"Bajo desempeño en suma, reforzar bases."
7,11,18.69,1,-11.845,1,suma,"Bajo desempeño en suma, reforzar bases."
4,7,16.71,1,-10.855,1,suma,"Bajo desempeño en suma, reforzar bases."
4,1,29.73,5,-8.365,1,suma,"Bajo desempeño en suma, reforzar bases."
1,20,10.45,5,-33.225,1,suma,"Bajo desempeño en suma, reforzar bases."
17,14,32.55,2,-3.2749999999999986,2,suma,"Bajo desempeño en suma, reforzar bases."
19,14,57.95,1,-11.975000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
15,6,33.49,5,4.254999999999999,3,resta,"Desempeño regular en resta, practicar más."
11,0,38.03,4,2.9849999999999994,3,resta,"Desempeño regular en resta, practicar más."
11,2,7.02,4,15.49,6,division,"Excelente desempeño en division, puede avanzar."
13,13,27.47,3,-7.234999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
15,2,49.3,3,2.3500000000000014,3,resta,"Desempeño regular en resta, practicar más."
5,12,48.5,4,-32.25,1,suma,"Bajo desempeño en suma, reforzar bases."
5,11,32.5,2,-22.75,1,suma,"Bajo desempeño en suma, reforzar bases."
9,3,48.64,2,-10.82,1,suma,"Bajo desempeño en suma, reforzar bases."
2,4,38.34,3,-21.17,1,suma,"Bajo desempeño en suma, reforzar bases."
16,14,23.51,2,-0.7550000000000008,2,suma,"Bajo desempeño en suma, reforzar bases."
4,19,34.54,4,-37.769999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
0,18,56.13,3,-55.065,1,suma,"Bajo desempeño en suma, reforzar bases."
19,16,54.88,1,-13.440000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
10,7,53.89,4,-17.445,1,suma,"Bajo desempeño en suma, reforzar bases."
1,16,52.55,5,-48.275,1,suma,"Bajo desempeño en suma, reforzar bases."
9,19,46.04,5,-33.519999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
2,8,50.34,2,-33.17,1,suma,"Bajo desempeño en suma, reforzar bases."
17,19,28.31,1,-8.655,1,suma,"Bajo desempeño en suma, reforzar bases."
18,8,5.56,1,21.22,6,division,"Excelente desempeño en division, puede avanzar."
9,20,25.85,5,-24.925,1,suma,"Bajo desempeño en suma, reforzar bases."
1,10,49.1,1,-37.55,1,suma,"Bajo desempeño en suma, reforzar bases."
4,20,54.87,5,-49.435,1,suma,"Bajo desempeño en suma, reforzar bases."
5,3,54.96,5,-21.98,1,suma,"Bajo desempeño en suma, reforzar bases."
8,14,19.99,3,-14.995,1,suma,"Bajo desempeño en suma, reforzar bases."
6,7,42.69,3,-19.845,1,suma,"Bajo desempeño en suma, reforzar bases."
11,12,46.88,3,-19.44,1,suma,"Bajo desempeño en suma, reforzar bases."
4,0,30.12,5,-7.0600000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
14,7,50.25,3,-7.625,1,suma,"Bajo desempeño en suma, reforzar bases."
12,11,54.26,2,-19.63,1,suma,"Bajo desempeño en suma, reforzar bases."
10,15,35.29,2,-20.145,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,26.96,2,-14.48,1,suma,"Bajo desempeño en suma, reforzar bases."
18,20,17.7,4,-2.8499999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
3,18,14.55,5,-28.275,1,suma,"Bajo desempeño en suma, reforzar bases."
6,2,16.32,5,0.8399999999999999,3,resta,"Desempeño regular en resta, practicar más."
6,12,57.36,2,-34.68,1,suma,"Bajo desempeño en suma, reforzar bases."
1,11,47.91,5,-38.455,1,suma,"Bajo desempeño en suma, reforzar bases."
10,7,25.67,4,-3.335000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
20,20,21.39,1,-0.6950000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
16,11,30.6,5,0.1999999999999993,3,resta,"Desempeño regular en resta, practicar más."
0,8,41.92,2,-32.96,1,suma,"Bajo desempeño en suma, reforzar bases."
5,1,28.09,5,-5.545,1,suma,"Bajo desempeño en suma, reforzar bases."
3,1,24.06,1,-7.529999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
14,0,22.71,3,16.645,6,division,"Excelente desempeño en division, puede avanzar."
1,5,53.13,2,-32.065,1,suma,"Bajo desempeño en suma, reforzar bases."
12,9,13.96,3,3.5199999999999996,3,resta,"Desempeño regular en resta, practicar más."
19,7,34.93,1,10.035,5,division,"Excelente desempeño en division, puede avanzar."
14,12,50.53,4,-15.265,1,suma,"Bajo desempeño en suma, reforzar bases."
10,3,22.3,5,4.35,3,resta,"Desempeño regular en resta, practicar más."
8,15,58.1,4,-35.55,1,suma,"Bajo desempeño en suma, reforzar bases."
20,3,52.54,4,9.23,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,3,19.4,1,-8.2,1,suma,"Bajo desempeño en suma, reforzar bases."
15,18,35.3,3,-14.649999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,14,34.36,1,-26.18,1,suma,"Bajo desempeño en suma, reforzar bases."
0,14,36.42,1,-39.21,1,suma,"Bajo desempeño en suma, reforzar bases."
6,12,17.08,5,-14.54,1,suma,"Bajo desempeño en suma, reforzar bases."
18,8,16.44,4,15.78,6,division,"Excelente desempeño en division, puede avanzar."
6,6,19.77,2,-6.885,1,suma,"Bajo desempeño en suma, reforzar bases."
20,20,16.71,3,1.6449999999999996,3,resta,"Desempeño regular en resta, practicar más."
8,8,57.16,4,-24.58,1,suma,"Bajo desempeño en suma, reforzar bases."
16,11,48.99,3,-8.995000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
14,20,10.85,4,-7.425,1,suma,"Bajo desempeño en suma, reforzar bases."
20,5,10.33,1,27.335,6,division,"Excelente desempeño en division, puede avanzar."
8,8,58.06,2,-25.03,1,suma,"Bajo desempeño en suma, reforzar bases."
4,1,34.71,2,-10.855,1,suma,"Bajo desempeño en suma, reforzar bases."
0,7,21.85,5,-21.425,1,suma,"Bajo desempeño en suma, reforzar bases."
18,3,24.67,1,19.165,6,division,"Excelente desempeño en division, puede avanzar."
2,17,43.91,3,-43.455,1,suma,"Bajo desempeño en suma, reforzar bases."
12,1,5.5,5,19.75,6,division,"Excelente desempeño en division, puede avanzar."
8,1,51.27,2,-11.135000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
17,6,52.49,5,-1.245000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
9,20,35.13,1,-29.565,1,suma,"Bajo desempeño en suma, reforzar bases."
6,10,28.98,1,-17.490000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
19,2,29.99,4,20.005000000000003,6,division,"Excelente desempeño en division, puede avanzar."
4,4,52.57,4,-24.285,1,suma,"Bajo desempeño en suma, reforzar bases."
15,3,32.15,5,9.425,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,4,15.96,4,18.02,6,division,"Excelente desempeño en division, puede avanzar."
10,15,28.75,2,-16.875,1,suma,"Bajo desempeño en suma, reforzar bases."
8,16,38.88,2,-27.44,1,suma,"Bajo desempeño en suma, reforzar bases."
11,2,46.67,1,-4.335000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
18,13,39.77,4,-3.3850000000000016,2,suma,"Bajo desempeño en suma, reforzar bases."
10,10,44.48,4,-17.24,1,suma,"Bajo desempeño en suma, reforzar bases."
7,18,32.68,4,-29.34,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,28.66,5,10.67,5,division,"Excelente desempeño en division, puede avanzar."
10,6,53.31,2,-15.655000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
5,1,38.36,2,-10.68,1,suma,"Bajo desempeño en suma, reforzar bases."
16,10,22.3,1,5.85,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,20,5.22,5,7.390000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,1,21.45,5,-6.225,1,suma,"Bajo desempeño en suma, reforzar bases."
8,0,12.93,4,9.535,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
7,18,37.22,1,-31.61,1,suma,"Bajo desempeño en suma, reforzar bases."
0,18,10.05,4,-32.025,1,suma,"Bajo desempeño en suma, reforzar bases."
20,2,49.4,2,12.3,5,division,"Excelente desempeño en division, puede avanzar."
18,17,35.86,5,-7.43,1,suma,"Bajo desempeño en suma, reforzar bases."
10,16,55.19,5,-31.595,1,suma,"Bajo desempeño en suma, reforzar bases."
11,19,26.06,1,-19.53,1,suma,"Bajo desempeño en suma, reforzar bases."
2,11,34.67,5,-29.835,1,suma,"Bajo desempeño en suma, reforzar bases."
19,2,37.29,1,16.355,6,division,"Excelente desempeño en division, puede avanzar."
17,5,10.47,5,21.265,6,division,"Excelente desempeño en division, puede avanzar."
19,4,43.48,4,10.260000000000002,5,division,"Excelente desempeño en division, puede avanzar."
5,17,21.36,2,-26.18,1,suma,"Bajo desempeño en suma, reforzar bases."
17,10,35.61,4,1.1950000000000003,3,resta,"Desempeño regular en resta, practicar más."
7,13,10.88,5,-10.940000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
3,11,44.89,4,-32.945,1,suma,"Bajo desempeño en suma, reforzar bases."
12,11,26.82,4,-5.91,1,suma,"Bajo desempeño en suma, reforzar bases."
10,6,43.2,3,-10.600000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,17.34,2,-12.67,1,suma,"Bajo desempeño en suma, reforzar bases."
9,3,34.05,3,-3.5249999999999986,2,suma,"Bajo desempeño en suma, reforzar bases."
12,14,45.52,3,-19.76,1,suma,"Bajo desempeño en suma, reforzar bases."
5,11,25.84,4,-19.42,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,50.98,5,-25.99,1,suma,"Bajo desempeño en suma, reforzar bases."
15,17,30.81,4,-10.905,1,suma,"Bajo desempeño en suma, reforzar bases."
15,8,44.23,1,-4.114999999999998,2,suma,"Bajo desempeño en suma, reforzar bases."
18,18,51.87,5,-16.935,1,suma,"Bajo desempeño en suma, reforzar bases."
11,20,58.93,4,-37.465,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,33.76,3,-20.88,1,suma,"Bajo desempeño en suma, reforzar bases."
16,5,39.91,4,4.545000000000002,3,resta,"Desempeño regular en resta, practicar más."
2,9,49.81,5,-34.405,1,suma,"Bajo desempeño en suma, reforzar bases."
0,15,15.05,2,-30.025,1,suma,"Bajo desempeño en suma, reforzar bases."
12,19,28.41,1,-18.705,1,suma,"Bajo desempeño en suma, reforzar bases."
10,9,41.78,4,-14.39,1,suma,"Bajo desempeño en suma, reforzar bases."
19,9,27.23,5,10.885,5,division,"Excelente desempeño en division, puede avanzar."
16,10,52.83,5,-9.415,1,suma,"Bajo desempeño en suma, reforzar bases."
20,20,26.92,1,-3.460000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
7,13,8.42,2,-9.71,1,suma,"Bajo desempeño en suma, reforzar bases."
18,15,33.75,3,-3.375,2,suma,"Bajo desempeño en suma, reforzar bases."
7,19,31.84,2,-30.42,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,50.39,2,-35.195,1,suma,"Bajo desempeño en suma, reforzar bases."
11,15,23.26,1,-12.13,1,suma,"Bajo desempeño en suma, reforzar bases."
19,2,53.01,5,8.495000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,12,8.29,2,-12.145,1,suma,"Bajo desempeño en suma, reforzar bases."
4,8,44.67,5,-26.335,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,20.6,3,-20.3,1,suma,"Bajo desempeño en suma, reforzar bases."
1,13,52.04,2,-43.519999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
7,15,49.77,2,-33.385000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
8,13,23.9,2,-15.45,1,suma,"Bajo desempeño en suma, reforzar bases."
1,5,57.41,2,-34.205,1,suma,"Bajo desempeño en suma, reforzar bases."
19,20,11.91,4,2.045,3,resta,"Desempeño regular en resta, practicar más."
1,1,8.27,5,-3.635,2,suma,"Bajo desempeño en suma, reforzar bases."
19,9,53.32,3,-2.16,2,suma,"Bajo desempeño en suma, reforzar bases."
2,4,14.44,4,-9.219999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
17,15,14.08,3,4.46,3,resta,"Desempeño regular en resta, practicar más."
12,19,14.85,3,-11.925,1,suma,"Bajo desempeño en suma, reforzar bases."
1,4,51.45,3,-29.725,1,suma,"Bajo desempeño en suma, reforzar bases."
20,17,44.36,4,-7.68,1,suma,"Bajo desempeño en suma, reforzar bases."
3,18,42.0,1,-42.0,1,suma,"Bajo desempeño en suma, reforzar bases."
0,2,33.65,4,-19.825,1,suma,"Bajo desempeño en suma, reforzar bases."
7,0,32.46,1,-2.2300000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
9,12,15.33,4,-7.665,1,suma,"Bajo desempeño en suma, reforzar bases."
7,9,31.42,5,-15.21,1,suma,"Bajo desempeño en suma, reforzar bases."
13,2,56.22,2,-5.109999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,5,57.11,5,-24.055,1,suma,"Bajo desempeño en suma, reforzar bases."
6,7,28.67,4,-12.835,1,suma,"Bajo desempeño en suma, reforzar bases."
1,11,8.6,1,-18.8,1,suma,"Bajo desempeño en suma, reforzar bases."
5,14,53.13,2,-37.565,1,suma,"Bajo desempeño en suma, reforzar bases."
1,10,45.99,4,-35.995000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
2,6,40.49,2,-25.245,1,suma,"Bajo desempeño en suma, reforzar bases."
20,16,13.03,5,9.485,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,4,36.47,5,11.765,5,division,"Excelente desempeño en division, puede avanzar."
1,17,18.72,5,-32.86,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,42.07,5,7.465,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,2,29.76,4,0.11999999999999922,3,resta,"Desempeño regular en resta, practicar más."
5,20,38.5,3,-39.25,1,suma,"Bajo desempeño en suma, reforzar bases."
0,2,11.56,2,-8.780000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
12,7,5.24,4,10.879999999999999,5,division,"Excelente desempeño en division, puede avanzar."
7,1,38.69,5,-6.844999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,9.06,4,-14.530000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
9,0,34.65,3,0.6750000000000007,3,resta,"Desempeño regular en resta, practicar más."
1,12,26.56,5,-29.28,1,suma,"Bajo desempeño en suma, reforzar bases."
0,11,27.6,1,-30.3,1,suma,"Bajo desempeño en suma, reforzar bases."
0,20,28.34,2,-44.17,1,suma,"Bajo desempeño en suma, reforzar bases."
20,12,35.65,2,4.175000000000001,3,resta,"Desempeño regular en resta, practicar más."
2,15,15.16,5,-26.08,1,suma,"Bajo desempeño en suma, reforzar bases."
9,17,48.62,4,-31.81,1,suma,"Bajo desempeño en suma, reforzar bases."
11,16,53.11,4,-28.555,1,suma,"Bajo desempeño en suma, reforzar bases."
15,17,37.76,5,-14.379999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
0,0,57.41,4,-28.705,1,suma,"Bajo desempeño en suma, reforzar bases."
10,4,32.76,3,-2.379999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
10,18,35.62,4,-24.81,1,suma,"Bajo desempeño en suma, reforzar bases."
18,13,11.85,2,10.575,5,division,"Excelente desempeño en division, puede avanzar."
15,4,15.4,1,16.3,6,division,"Excelente desempeño en division, puede avanzar."
10,14,9.16,1,-5.58,1,suma,"Bajo desempeño en suma, reforzar bases."
18,18,34.92,2,-8.46,1,suma,"Bajo desempeño en suma, reforzar bases."
2,13,17.77,2,-24.384999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
16,12,17.57,4,5.215,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
14,12,57.87,3,-18.935,1,suma,"Bajo desempeño en suma, reforzar bases."
1,7,18.88,2,-17.939999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,46.24,4,-23.62,1,suma,"Bajo desempeño en suma, reforzar bases."
1,10,41.42,4,-33.71,1,suma,"Bajo desempeño en suma, reforzar bases."
1,13,10.91,2,-22.955,1,suma,"Bajo desempeño en suma, reforzar bases."
7,11,53.64,3,-29.32,1,suma,"Bajo desempeño en suma, reforzar bases."
5,15,21.82,4,-23.41,1,suma,"Bajo desempeño en suma, reforzar bases."
11,2,21.78,5,8.11,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,1,24.69,3,4.154999999999999,3,resta,"Desempeño regular en resta, practicar más."
3,10,20.74,2,-19.369999999999997,1,suma,"Bajo desempeño en suma, reforzar bases."
6,17,38.96,4,-32.980000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
7,8,59.61,4,-27.805,1,suma,"Bajo desempeño en suma, reforzar bases."
17,7,32.44,3,7.280000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,0,28.02,1,1.9900000000000002,3,resta,"Desempeño regular en resta, practicar más."
7,20,17.83,1,-24.915,1,suma,"Bajo desempeño en suma, reforzar bases."
0,15,14.06,5,-29.53,1,suma,"Bajo desempeño en suma, reforzar bases."
7,16,50.54,3,-35.269999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
4,9,22.02,2,-16.509999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
1,11,32.71,1,-30.855,1,suma,"Bajo desempeño en suma, reforzar bases."
16,12,30.55,3,-1.2750000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
8,2,49.14,5,-11.57,1,suma,"Bajo desempeño en suma, reforzar bases."
18,19,53.04,5,-19.02,1,suma,"Bajo desempeño en suma, reforzar bases."
15,5,31.63,2,6.6850000000000005,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,16,37.55,1,-2.7749999999999986,2,suma,"Bajo desempeño en suma, reforzar bases."
